ID,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,Grade Point 
610946,704,709,705,712,707,722,725,711,717,702,731,715,716,742,726,708,710,713,706,77.5
610947,717,709,711,707,706,715,731,705,704,708,710,712,713,716,742,726,725,722,702,114.5
610948,726,712,704,715,710,707,706,717,709,722,702,708,705,716,725,713,711,742,731,134.5
610949,705,707,706,717,715,712,722,711,716,709,702,710,725,726,731,742,704,708,713,158.5
610950,712,717,709,702,711,707,725,722,704,716,731,705,710,708,713,715,726,742,706,119
610951,711,705,717,704,709,725,716,712,707,722,702,742,715,726,706,731,708,713,710,107
610952,712,704,705,707,715,726,731,717,713,702,722,725,709,708,710,716,711,742,706,46
610953,717,702,704,707,722,711,709,725,705,712,716,715,731,742,726,713,710,706,708,109.5
610954,707,722,725,704,712,715,709,702,711,726,731,705,716,717,713,742,710,708,706,73.5
610955,705,716,711,722,707,712,725,742,731,702,709,713,717,708,704,726,715,710,706,146
610956,707,725,708,704,731,702,722,706,742,713,715,710,709,726,711,717,716,712,705,114.5
610957,706,705,715,722,742,717,709,711,712,725,731,713,702,707,708,716,726,704,710,112.5
610958,707,722,702,717,704,713,712,725,715,731,742,709,710,711,716,726,705,706,708,112
610959,713,702,715,705,742,717,731,716,710,708,709,726,704,711,707,712,722,725,706,81
610960,704,717,705,712,716,707,709,742,731,725,702,722,713,715,726,708,710,711,706,127.5
610961,722,707,704,717,716,709,713,712,725,742,731,702,711,708,705,726,715,710,706,108.5
610962,704,717,722,707,713,712,731,726,715,702,742,725,716,711,710,709,708,705,706,90.5
610963,715,708,726,705,706,710,716,709,742,725,707,702,704,711,722,712,713,717,731,69.5
610964,711,707,722,731,725,712,709,704,705,702,717,742,713,716,708,710,726,715,706,147
610965,712,715,722,707,731,711,716,704,705,709,725,713,702,742,726,717,710,708,706,75.5
610966,711,722,713,709,706,702,710,717,716,715,704,726,708,707,725,705,712,742,731,125.5
610967,711,725,722,709,715,717,704,731,742,712,707,705,713,706,726,702,716,708,710,135.5
610968,710,713,742,731,706,708,717,704,702,705,712,711,716,726,709,715,722,707,725,86.5
610969,711,709,716,712,704,717,725,722,707,705,713,708,702,726,710,742,731,715,706,153
610970,702,717,722,716,731,704,707,705,709,711,712,725,742,708,715,713,706,726,710,91
610971,705,702,716,709,711,725,707,722,717,731,742,712,704,726,715,708,713,710,706,129
610972,709,711,725,742,712,717,722,707,716,705,704,713,731,715,708,726,706,702,710,113.5
610973,704,717,742,702,713,712,722,711,715,710,705,707,709,725,716,731,708,726,706,94
610974,712,731,704,742,717,713,711,725,707,709,716,726,715,702,722,710,708,705,706,157
610975,712,705,707,716,709,717,722,704,702,725,715,713,711,726,731,742,708,710,706,87
610976,712,707,711,717,722,702,742,704,709,725,713,715,726,705,731,710,708,716,706,84
610977,711,706,712,702,731,742,725,717,715,716,709,710,704,707,713,708,726,705,722,165
610978,706,712,725,742,731,708,710,707,722,715,717,704,702,726,709,716,713,711,705,158.5
610979,706,705,713,715,711,707,725,722,708,704,702,742,731,710,709,712,717,716,726,125.5
610980,717,704,709,711,712,707,725,722,742,731,713,708,726,702,716,710,715,705,706,132
610981,725,704,712,709,717,731,715,722,716,702,742,711,713,705,707,708,710,726,706,126
610982,716,705,702,726,709,711,712,704,707,713,722,715,742,731,717,725,708,710,706,58.5
610983,712,725,707,717,709,704,702,722,705,711,716,731,713,742,706,708,715,726,710,125
610984,711,725,712,707,742,722,704,717,702,705,716,709,706,708,713,710,731,715,726,103.5
610985,711,725,709,704,742,707,712,722,705,716,717,702,731,715,706,713,708,710,726,121.5
610986,725,722,704,713,705,702,706,707,708,709,710,711,712,715,716,717,726,731,742,94.5
610987,707,712,711,702,717,725,704,706,722,709,710,713,705,708,715,731,742,726,716,145
610988,711,717,725,722,707,712,742,715,731,726,704,702,716,713,706,710,708,705,709,142.5
610989,704,708,710,713,742,731,716,705,709,715,702,726,717,707,722,725,712,711,706,70
610990,707,717,722,715,705,702,712,711,704,709,725,716,710,713,731,742,706,726,708,79.5
610991,725,707,722,713,702,708,731,704,717,705,712,711,709,716,726,710,742,706,715,128
610992,725,707,722,742,731,706,704,712,711,708,713,715,702,717,710,726,716,709,705,120.5
610993,717,713,702,704,709,706,705,712,742,725,716,722,726,731,711,715,710,708,707,117.5
610994,717,722,704,709,707,725,712,711,716,715,702,731,705,742,708,713,726,710,706,101
610995,707,722,725,702,705,712,706,704,716,711,709,726,717,715,708,710,713,731,742,87.5
610996,706,712,711,717,704,710,702,705,731,742,716,715,713,708,726,709,725,722,707,147
610997,705,709,731,715,704,717,713,722,711,716,742,726,708,706,712,707,725,702,710,91.5
610998,702,711,716,709,712,704,722,726,717,707,742,725,731,710,705,706,708,713,715,161.5
610999,704,710,708,715,717,731,709,726,702,722,711,716,713,742,705,712,725,706,707,74.5
611000,725,717,707,712,711,709,713,704,726,722,705,702,715,716,731,742,710,708,706,126
611001,704,713,702,715,722,731,709,717,707,712,725,711,742,726,708,705,716,706,710,90
611002,712,704,702,725,717,707,722,705,731,709,711,715,726,713,716,708,710,742,706,137.5
611003,704,717,731,742,715,713,709,725,722,711,712,707,716,705,702,726,706,708,710,114
611004,725,722,707,712,709,731,716,717,742,713,726,715,711,710,708,705,704,702,706,140
611005,731,704,717,742,709,725,708,715,710,705,711,712,716,702,713,726,722,706,707,114
611006,707,713,711,731,708,716,717,710,742,712,725,709,704,702,722,715,705,726,706,60
611007,,,,,,,,,,,,,,,,,,,,25
611008,712,704,705,717,715,709,713,702,707,711,726,716,742,708,731,722,725,710,706,100
611009,712,707,704,717,722,725,715,731,713,711,742,709,702,716,705,726,706,708,710,114.5
611010,713,717,731,704,709,722,707,725,726,711,712,716,702,705,742,715,710,708,706,86
611011,717,704,702,742,731,707,722,725,709,711,712,715,726,705,713,716,706,708,710,83.5
611012,707,722,704,702,726,717,712,711,713,716,731,725,715,742,705,710,709,708,706,120.5
611013,722,705,707,725,711,712,716,702,704,717,713,715,726,742,731,709,710,708,706,88
611014,702,717,713,716,705,707,742,726,731,711,709,725,722,708,710,715,706,712,704,99.5
611015,725,707,712,722,705,704,742,731,710,709,717,713,708,702,726,715,716,711,706,99.5
611016,706,711,725,704,705,709,716,717,726,712,713,708,715,707,722,731,742,710,702,176
611017,725,722,707,717,713,726,702,711,704,716,705,742,712,709,731,715,710,708,706,84.5
611018,711,722,709,707,704,705,716,717,712,702,713,742,710,715,708,725,726,731,706,119.5
611019,702,717,707,722,726,715,712,709,705,704,725,716,711,731,742,713,710,708,706,118.5
611020,725,711,707,712,722,717,742,702,709,716,704,726,713,705,731,708,710,715,706,102.5
611021,711,709,706,742,704,705,707,712,715,702,708,710,713,716,731,717,726,725,722,120
611022,,,,,,,,,,,,,,,,,,,,53.5
611023,716,705,725,711,712,702,717,709,704,715,722,707,726,731,742,713,708,710,706,160.5
611024,710,715,704,706,708,709,726,731,722,707,713,717,711,712,702,725,742,716,705,37
611025,717,725,722,711,713,704,707,709,742,731,715,716,712,705,710,708,702,726,706,72.5
611026,704,715,702,717,726,705,742,711,709,712,722,731,707,725,713,708,716,710,706,91.5
611027,725,711,722,717,707,712,716,702,709,705,742,731,704,706,713,726,715,708,710,101.5
611028,711,705,742,722,725,702,715,716,717,706,731,709,712,708,707,713,704,710,726,96.5
611029,712,704,707,715,725,717,722,711,709,716,731,702,705,708,710,713,726,706,742,132
611030,725,707,722,712,742,704,706,702,705,716,731,711,709,717,713,708,710,715,726,92
611031,712,705,707,722,702,726,716,704,706,711,715,713,709,717,725,710,708,731,742,64.5
611032,712,722,709,742,716,731,705,704,715,702,713,726,725,708,711,710,717,707,706,93.5
611033,,,,,,,,,,,,,,,,,,,,51.5
611034,725,707,722,712,711,731,742,717,704,706,702,715,716,713,705,726,709,708,710,153.5
611035,716,722,709,742,702,712,704,711,725,705,706,707,715,726,713,708,710,717,731,100
611036,711,707,705,716,712,722,726,717,725,713,702,709,710,708,704,706,715,731,742,147
611037,712,715,717,704,702,705,707,731,711,722,726,709,725,742,716,713,710,708,706,98
611038,731,704,722,713,705,717,702,707,712,725,742,726,706,708,710,709,711,716,715,95.5
611039,707,711,722,725,705,742,709,716,702,706,717,712,731,713,708,710,704,715,726,106.5
611040,707,722,725,709,711,702,704,705,708,710,713,715,716,717,726,731,742,706,712,158.5
611041,717,708,712,731,716,709,707,705,704,702,722,725,711,726,742,715,713,710,706,98.5
611042,704,731,713,716,717,709,726,702,707,712,722,705,715,711,725,742,708,710,706,98.5
611043,713,731,708,704,717,742,715,702,726,710,707,722,725,712,705,716,709,711,706,117
611044,712,707,704,711,709,725,713,731,702,722,717,710,708,706,705,726,715,716,742,152.5
611045,712,704,722,715,706,742,702,713,709,716,711,717,731,707,725,708,710,726,705,86
611046,731,713,716,742,705,715,726,704,707,711,709,712,717,722,725,702,708,710,706,88.5
611047,717,713,712,715,711,707,725,722,708,704,702,742,731,726,716,709,706,710,705,118.5
611048,706,707,712,711,725,722,709,704,705,702,713,731,726,708,710,715,717,716,742,150
611049,725,707,722,742,705,712,717,713,709,706,704,702,711,726,731,715,716,708,710,130
611050,711,712,709,707,705,725,717,722,704,731,716,702,713,742,715,708,710,726,706,143.5
611051,725,707,711,722,712,706,716,709,704,717,742,731,715,713,726,708,710,702,705,141.5
611052,717,713,707,722,712,725,710,708,709,716,704,702,715,731,705,742,711,726,706,83.5
611053,712,731,715,711,716,709,707,722,725,705,702,704,708,710,713,717,742,726,706,94.5
611054,742,725,704,707,712,711,709,722,716,705,702,717,731,726,706,715,708,710,713,78
611055,705,726,702,717,715,707,713,722,704,731,712,709,711,716,725,742,708,710,706,82
611056,725,742,722,707,702,711,716,704,709,717,708,713,715,712,710,706,726,731,705,149.5
611057,706,705,702,704,725,722,711,712,707,731,708,716,715,742,709,713,717,710,726,118
611058,725,712,717,707,722,702,704,742,709,711,716,705,713,726,731,708,715,706,710,129
611059,707,722,706,712,725,715,717,711,704,716,726,705,709,742,731,702,710,713,708,112
611060,713,707,702,705,708,731,715,726,710,717,704,722,725,712,742,706,709,716,711,107
611061,705,702,711,716,717,725,726,710,722,708,704,709,713,707,715,706,712,742,731,73.5
611062,725,704,717,709,712,742,722,716,705,711,708,731,707,702,713,706,715,710,726,99
611063,742,731,705,706,717,704,702,722,707,716,710,708,709,713,726,715,725,712,711,127.5
611064,712,722,707,717,716,702,709,711,704,725,731,706,705,713,742,715,710,708,726,74.5
611065,702,713,716,715,731,708,710,709,705,717,712,711,726,722,742,725,707,704,706,87.5
611066,717,711,716,704,709,715,713,710,706,708,731,742,712,707,705,726,722,725,702,110.5
611067,704,742,731,715,709,717,716,710,708,713,702,726,705,706,722,707,725,711,712,89.5
611068,722,707,717,711,704,742,712,709,716,725,713,708,726,710,702,731,706,705,715,118.5
611069,704,715,731,706,705,702,716,709,712,726,717,707,708,710,722,713,711,725,742,85.5
611070,722,707,711,712,713,717,705,702,742,726,709,731,716,704,715,708,725,710,706,82
611071,725,722,707,712,711,704,742,706,702,717,716,710,708,715,731,726,709,713,705,163.5
611072,711,709,716,712,702,707,722,725,717,705,704,726,713,708,731,742,715,710,706,135.5
611073,742,713,710,708,722,725,707,711,712,717,702,704,705,715,726,731,706,709,716,91
611074,717,702,707,706,709,722,704,715,705,712,725,713,711,716,708,710,726,742,731,105
611075,725,707,722,711,712,702,706,705,708,710,742,731,713,717,704,709,716,715,726,133
611076,711,707,722,712,725,742,709,717,705,704,716,713,715,706,710,708,726,731,702,122.5
611077,712,711,707,722,709,742,704,725,702,705,715,713,716,717,726,731,710,708,706,101.5
611078,722,725,707,717,702,716,712,704,711,705,709,713,710,708,726,742,731,715,706,107
611079,702,716,713,731,704,705,717,715,709,707,711,712,722,725,726,742,710,708,706,78.5
611080,709,717,704,708,702,705,716,715,726,707,722,725,711,712,742,731,713,710,706,91.5
611081,702,731,713,712,717,715,708,705,716,704,709,726,711,742,707,722,725,706,710,96.5
611082,712,707,711,722,725,716,717,726,705,704,709,702,708,713,710,742,731,715,706,163.5
611083,712,707,725,717,742,702,722,711,704,713,709,706,708,710,731,705,716,726,715,132.5
611084,712,702,722,711,713,704,707,716,709,705,717,731,725,742,708,726,710,715,706,141.5
611085,711,715,716,704,706,708,726,712,707,722,717,713,710,742,725,709,731,702,705,124
611086,717,704,702,713,705,716,742,731,707,722,711,712,709,708,715,710,726,725,706,93.5
611087,712,707,711,722,725,717,731,704,709,742,716,715,708,705,702,713,710,706,726,149
611088,717,704,705,702,742,731,713,715,712,711,725,726,710,709,707,716,706,708,722,123.5
611089,711,707,704,712,722,716,717,742,731,702,706,713,709,726,715,710,725,705,708,131
611090,704,708,731,712,742,711,706,717,709,725,722,707,710,713,715,726,716,705,702,91.5
611091,712,707,711,725,704,717,716,731,742,702,710,706,726,705,708,709,715,713,722,137.5
611092,,,,,,,,,,,,,,,,,,,,90.5
611093,711,707,722,716,717,712,704,705,713,702,709,710,708,715,742,725,731,726,706,91
611094,706,711,742,725,709,704,712,716,707,722,717,713,702,705,715,708,710,731,726,137
611095,705,716,715,731,713,717,708,709,710,704,742,702,706,707,711,712,722,725,726,105.5
611096,,,,,,,,,,,,,,,,,,,,56
611097,708,715,716,702,726,705,731,742,704,707,709,710,711,712,713,717,725,722,706,48
611098,717,702,742,707,711,704,706,731,725,712,709,705,722,726,715,716,710,708,713,88.5
611099,704,717,731,742,712,707,706,705,709,702,713,708,710,716,726,722,725,711,715,94
611100,705,742,725,702,715,731,722,704,726,712,711,707,713,716,717,709,710,708,706,91.5
611101,705,709,702,716,704,712,711,717,722,707,725,706,731,713,715,742,726,710,708,103.5
611102,704,706,715,742,731,713,717,702,716,705,709,710,708,726,711,712,722,707,725,69
611103,711,722,707,709,742,725,706,731,712,716,715,713,717,702,710,704,708,705,726,161
611104,725,707,706,717,709,742,712,711,704,715,731,716,722,713,710,708,726,705,702,143
611105,712,711,709,708,713,704,742,731,725,722,717,702,707,716,710,706,715,705,726,132.5
611106,713,705,702,704,717,712,707,722,725,709,716,711,715,708,710,726,742,731,706,40
611107,711,704,742,708,726,707,712,713,717,722,725,715,702,731,716,710,709,705,706,88.5
611108,707,717,711,705,704,725,716,710,706,713,731,742,709,715,702,712,726,708,722,151.5
611109,704,742,702,709,705,713,715,708,716,710,726,722,717,712,711,731,707,725,706,78
611110,731,726,713,708,715,717,702,704,725,722,742,710,707,712,709,711,705,716,706,42
611111,711,717,712,704,722,726,702,713,715,707,709,710,705,716,708,731,742,706,725,78
611112,707,725,722,711,712,709,717,702,706,710,704,708,742,731,726,715,705,716,713,122.5
611113,713,705,702,710,708,706,715,717,731,742,704,707,712,726,722,725,711,709,716,114
611114,707,712,711,705,704,715,717,722,725,726,709,702,731,742,716,710,713,708,706,113.5
611115,711,707,712,725,709,716,742,722,705,702,704,726,717,713,708,710,715,731,706,178.5
611116,702,722,705,725,708,704,713,707,712,711,710,742,716,717,709,731,726,706,715,76
611117,707,722,702,717,704,713,709,715,726,705,708,712,711,725,742,731,716,710,706,84.5
611118,704,707,722,717,712,702,716,708,731,710,726,713,742,709,711,725,715,705,706,67.5
611119,712,704,717,726,716,707,709,711,705,702,722,725,713,708,731,742,710,715,706,48
611120,725,717,705,710,707,731,722,713,742,716,702,704,709,708,712,726,715,711,706,164
611121,725,704,717,707,722,712,711,709,742,705,706,715,716,731,713,726,708,710,702,91
611122,711,716,709,707,702,717,725,722,742,705,712,704,713,708,710,731,715,726,706,112
611123,707,722,712,725,702,709,711,716,704,742,731,726,705,715,717,706,708,710,713,144.5
611124,705,725,707,722,702,717,715,712,716,713,726,709,704,708,731,742,711,706,710,127
611125,731,712,707,704,717,709,711,722,742,716,725,702,706,715,726,705,713,708,710,78
611126,705,722,711,712,709,704,707,715,731,742,713,702,717,726,716,725,708,706,710,76.5
611127,717,707,722,704,709,715,713,711,712,731,702,742,725,708,726,710,716,705,706,85.5
611128,742,711,712,731,709,715,702,704,716,717,708,710,725,707,722,706,705,713,726,153.5
611129,702,712,704,709,722,707,705,708,717,725,710,711,713,715,716,726,731,742,706,95
611130,725,707,702,742,722,705,717,731,712,708,709,710,716,704,713,715,726,711,706,172.5
611131,742,707,725,716,702,722,711,710,704,705,708,731,726,713,717,709,712,706,715,84.5
611132,711,712,725,707,709,706,717,702,713,742,704,705,716,731,710,708,726,722,715,119
611133,705,716,711,702,704,725,722,742,731,726,707,708,709,717,706,712,710,713,715,163.5
611134,705,715,708,702,726,704,716,710,713,731,709,712,717,706,707,742,722,725,711,125.5
611135,705,711,702,707,712,709,708,725,715,722,717,716,704,713,742,726,731,706,710,142.5
611136,702,708,704,731,709,717,713,710,711,712,715,716,722,725,726,742,707,705,706,47.5
611137,742,731,702,726,706,708,725,707,722,717,712,704,713,705,711,709,716,715,710,82
611138,713,717,704,709,708,706,707,715,705,731,725,722,702,716,711,712,742,710,726,76.5
611139,711,725,712,742,707,704,716,722,713,731,717,709,702,705,708,710,726,715,706,122.5
611140,725,707,712,722,705,702,717,711,715,716,709,708,710,726,713,731,742,704,706,132
611141,722,717,713,710,711,712,704,707,742,708,702,726,725,705,709,715,716,731,706,119.5
611142,711,712,707,713,702,726,715,722,717,731,709,704,708,716,710,742,725,705,706,99
611143,704,715,711,716,725,717,702,742,705,706,707,708,709,710,712,713,726,722,731,152.5
611144,712,717,707,722,704,709,702,713,711,731,716,726,705,715,725,706,742,710,708,115
611145,705,709,726,702,704,706,707,708,710,711,712,713,715,742,731,725,722,717,716,165.5
611146,722,702,717,709,715,713,708,704,705,707,711,712,726,710,725,716,731,742,706,82.5
611147,707,725,711,722,712,702,709,717,704,726,716,715,705,713,708,710,731,742,706,140.5
611148,725,712,707,722,726,717,713,716,709,711,710,702,704,706,705,708,715,731,742,76
611149,717,702,710,708,712,722,716,742,731,705,713,725,707,706,709,711,704,715,726,86
611150,717,711,704,722,707,712,731,702,708,710,742,716,713,715,726,705,709,725,706,155.5
611151,702,716,717,705,715,712,722,725,707,711,709,704,726,713,710,708,731,742,706,69
611152,712,707,725,717,742,722,704,702,715,705,713,711,709,708,716,710,731,726,706,115.5
611153,702,717,712,704,707,710,709,713,708,742,726,722,716,725,705,706,731,715,711,181
611154,722,707,711,702,712,704,709,713,715,705,716,742,731,726,725,717,710,708,706,142
611155,712,717,707,713,722,711,705,702,704,709,725,716,731,742,715,710,726,708,706,117.5
611156,717,704,709,705,716,725,722,712,702,707,711,742,708,726,731,713,710,715,706,86.5
611157,717,704,709,711,716,707,722,702,725,713,731,705,708,742,706,726,715,710,712,115
611158,712,707,717,725,722,742,709,711,702,704,705,716,710,731,715,726,713,708,706,111.5
611159,725,707,702,704,712,705,717,722,711,709,706,742,710,731,708,713,715,726,716,139.5
611160,707,742,706,731,705,725,711,702,704,709,708,712,726,717,716,715,713,722,710,144.5
611161,712,742,711,731,707,722,725,702,704,705,706,708,710,709,713,715,716,717,726,123.5
611162,707,711,717,712,704,709,702,722,725,742,726,713,731,710,708,705,716,715,706,131
611163,707,742,722,704,713,711,717,725,731,715,705,709,726,712,716,702,708,710,706,107.5
611164,705,725,711,722,707,712,702,716,709,704,713,717,726,731,715,710,708,742,706,105.5
611165,715,704,717,713,710,731,709,708,726,706,707,716,725,702,742,722,711,712,705,74
611166,725,707,722,742,704,716,712,711,706,731,713,715,709,705,702,710,726,708,717,98.5
611167,705,702,709,711,704,716,726,710,707,708,712,715,717,722,731,742,713,725,706,125.5
611168,704,708,731,713,715,702,705,717,716,722,725,726,742,707,710,709,711,712,706,73
611169,722,725,711,707,712,717,704,702,731,709,715,713,742,726,705,710,708,716,706,76.5
611170,713,717,702,704,709,708,705,731,742,716,726,715,712,711,725,722,707,710,706,63
611171,713,702,709,717,711,742,704,731,716,710,715,708,726,712,725,707,722,706,705,97
611172,704,717,726,706,711,709,725,702,707,716,712,722,713,715,731,742,710,708,705,135.5
611173,712,707,711,709,717,725,716,722,742,705,713,704,702,710,708,706,726,715,731,111.5
611174,712,711,707,722,709,706,704,725,708,705,710,713,715,716,717,731,742,726,702,139.5
611175,712,722,707,717,711,705,731,702,709,713,725,726,716,742,715,706,708,704,710,122
611176,707,711,716,704,706,742,726,702,722,725,717,709,712,708,713,715,731,710,705,77.5
611177,704,717,702,709,713,712,722,710,716,715,725,705,726,707,711,708,731,742,706,102.5
611178,704,709,702,708,713,717,722,705,731,742,711,712,707,716,725,715,726,710,706,97.5
611179,717,704,711,702,707,715,726,742,731,712,725,709,716,705,708,713,722,710,706,127
611180,707,722,716,702,725,717,742,711,709,726,731,704,705,706,708,710,712,713,715,128
611181,707,705,702,722,717,704,713,725,742,715,708,711,709,716,726,731,706,712,710,107.5
611182,725,707,711,722,726,712,713,705,717,731,706,716,704,742,702,715,708,709,710,119
611183,711,707,717,709,722,716,713,725,731,742,702,704,705,708,710,715,726,712,706,135.5
611184,702,705,717,726,713,722,707,704,709,711,712,710,715,708,706,731,716,725,742,69.5
611185,717,704,722,702,707,726,713,716,706,731,705,712,711,710,708,715,709,725,742,74.5
611186,707,712,713,731,704,717,711,709,722,725,742,705,716,702,715,708,710,726,706,106
611187,712,710,713,702,731,717,708,709,715,716,726,722,705,742,707,711,725,704,706,51
611188,717,704,715,726,722,709,708,710,713,711,712,702,725,707,705,716,742,731,706,53
611189,717,707,722,702,706,710,711,709,708,712,704,713,725,731,742,716,715,726,705,140
611190,707,702,722,711,716,713,725,715,704,709,717,708,710,712,726,705,731,742,706,113.5
611191,717,731,712,726,707,704,715,725,705,711,702,722,716,709,742,713,710,706,708,86
611192,707,722,725,712,716,709,717,706,705,711,702,742,731,708,713,726,710,704,715,125.5
611193,711,722,707,713,717,742,704,702,705,712,731,726,725,716,708,710,709,715,706,121.5
611194,725,716,702,705,712,742,704,707,708,709,710,711,713,715,717,722,726,731,706,82
611195,707,712,711,722,725,717,731,704,716,705,709,702,715,742,726,708,710,713,706,143
611196,711,707,712,715,722,702,717,705,713,725,716,742,731,710,704,706,708,726,709,151
611197,711,707,712,722,705,702,715,725,742,731,717,716,713,710,706,708,704,726,709,119
611198,711,712,709,717,731,713,704,726,708,702,742,722,725,716,707,705,715,710,706,82
611199,704,713,708,715,717,706,709,726,722,711,712,702,705,716,707,710,725,731,742,100
611200,704,722,707,702,713,705,708,742,731,726,725,717,716,715,712,711,710,709,706,108.5
611201,725,712,707,709,702,722,717,713,711,704,726,715,708,731,742,705,716,706,710,109
611202,711,716,725,731,715,704,742,709,706,705,702,708,707,712,710,717,722,726,713,169.5
611203,707,713,717,702,722,712,742,731,726,716,708,711,710,709,704,705,706,715,725,81
611204,717,725,711,712,704,709,716,713,707,702,705,731,742,708,715,710,706,726,722,152.5
611205,725,722,711,707,705,716,704,712,715,717,709,731,713,708,710,726,702,742,706,109.5
611206,722,707,712,725,702,711,704,717,726,713,742,731,715,716,709,705,708,710,706,106
611207,704,712,725,742,707,710,711,722,705,702,708,717,716,709,713,731,715,706,726,44
611208,708,716,731,726,713,742,712,711,707,722,717,725,704,709,702,710,715,705,706,73.5
611209,712,722,707,711,710,713,717,705,704,702,708,731,742,709,716,726,706,725,715,93.5
611210,712,707,731,709,715,713,726,717,722,742,702,708,704,710,716,711,725,705,706,72
611211,704,712,731,742,725,722,707,711,709,717,710,708,713,716,702,715,726,705,706,97.5
611212,712,711,707,704,731,713,715,722,726,725,705,702,742,709,708,710,716,717,706,147
611213,705,707,725,702,711,712,704,706,708,709,710,713,715,716,717,722,726,731,742,161.5
611214,709,704,726,715,712,725,707,711,722,742,702,717,716,731,713,705,708,710,706,69.5
611215,715,717,708,705,709,711,722,712,726,704,710,702,713,725,731,707,706,742,716,74
611216,725,707,722,726,711,712,717,715,709,716,705,702,704,731,742,710,713,708,706,100
611217,702,715,709,704,705,726,717,708,716,710,711,731,722,725,707,742,713,712,706,74.5
611218,712,711,725,742,726,707,715,702,704,705,706,708,709,710,713,716,717,731,722,164
611219,705,709,704,725,707,722,711,712,716,731,715,726,742,702,717,713,708,710,706,114
611220,711,705,707,722,704,742,725,731,709,702,710,717,713,716,712,706,726,708,715,117
611221,707,722,711,717,709,702,712,713,716,726,704,725,705,708,710,715,731,742,706,138.5
611222,712,707,702,705,722,704,725,709,708,717,713,742,711,716,731,715,710,726,706,91
611223,702,713,717,710,706,722,712,708,725,704,742,705,707,711,709,715,716,726,731,96
611224,711,712,725,707,722,717,704,709,702,716,705,713,726,742,715,731,710,708,706,125.5
611225,705,717,702,713,712,709,731,742,711,704,715,722,725,707,726,708,710,716,706,79.5
611226,705,717,709,713,704,742,706,702,726,716,712,711,722,707,731,715,708,710,725,73
611227,705,704,709,717,722,725,711,707,716,713,710,726,712,715,708,742,731,702,706,102
611228,707,702,722,704,713,708,709,710,712,705,715,716,717,725,726,731,742,706,711,122
611229,705,711,725,707,712,731,702,704,710,742,715,716,717,722,708,726,713,709,706,83.5
611230,704,717,725,702,705,715,709,707,722,742,731,712,711,716,713,708,710,726,706,73
611231,707,725,705,702,717,716,711,704,712,713,722,710,715,709,708,726,731,742,706,91
611232,705,710,708,715,704,702,717,712,725,731,706,742,716,726,707,711,709,713,722,95
611233,704,717,722,702,705,713,726,709,715,716,731,711,725,742,712,707,710,706,708,111.5
611234,722,717,711,716,706,707,708,713,725,742,731,709,702,712,705,704,726,715,710,160
611235,711,717,709,725,707,712,722,704,705,716,702,706,742,715,708,710,713,731,726,121.5
611236,712,711,702,742,705,722,725,707,731,710,713,717,716,715,709,708,706,704,726,35.5
611237,711,712,707,709,717,715,722,725,705,706,704,731,716,742,702,710,708,726,713,115
611238,704,717,715,731,709,742,713,712,711,722,726,702,707,716,725,708,710,705,706,106.5
611239,717,711,709,712,725,707,722,731,742,726,716,705,702,704,715,706,710,713,708,154
611240,707,722,711,712,717,702,709,726,716,704,725,715,713,731,742,708,710,705,706,145
611241,717,706,704,709,707,726,711,712,702,731,715,716,705,742,722,725,713,710,708,114.5
611242,707,712,711,722,709,705,702,704,708,706,710,742,726,725,715,713,717,716,731,149
611243,717,712,711,709,705,731,707,704,715,710,702,713,742,726,725,722,708,716,706,124.5
611244,707,722,725,712,742,711,702,704,717,706,705,709,716,713,731,715,726,708,710,96.5
611245,725,722,707,717,712,711,705,709,716,702,704,742,710,706,708,715,731,726,713,137
611246,702,704,707,709,717,711,712,716,722,731,705,742,708,725,713,726,710,715,706,101
611247,713,708,726,702,731,704,710,715,717,725,709,742,705,716,722,707,712,711,706,110.5
611248,711,717,704,709,715,713,712,706,725,707,722,742,702,716,708,710,731,705,726,102.5
611249,725,722,707,712,711,702,704,716,717,742,731,708,706,713,709,715,710,705,726,156.5
611250,702,711,707,716,712,709,725,704,717,722,731,742,708,710,706,705,715,713,726,147
611251,711,709,725,704,712,706,717,716,715,702,707,708,742,731,722,710,705,726,713,173.5
611252,,,,,,,,,,,,,,,,,,,,64.5
611253,725,711,708,710,742,707,731,706,726,712,704,717,722,709,702,713,715,716,705,118
611254,717,716,711,708,710,731,705,715,713,709,742,704,726,702,725,722,707,712,706,134
611255,707,722,712,711,704,742,709,725,713,716,726,731,717,710,702,705,706,715,708,133
611256,717,704,707,702,708,715,710,713,706,709,722,711,712,725,716,731,742,705,726,127
611257,717,702,704,722,742,713,731,725,711,709,716,707,710,708,705,712,715,706,726,122
611258,716,707,702,726,709,717,722,713,712,731,711,708,704,742,710,705,725,715,706,74
611259,717,704,707,726,712,715,711,742,705,702,722,713,716,709,710,731,708,725,706,82
611260,713,712,711,722,704,702,706,731,742,717,709,707,716,726,715,725,710,708,705,127
611261,731,715,712,725,709,711,707,704,722,726,717,710,708,713,742,705,706,716,702,169.5
611262,717,704,722,711,725,716,705,709,712,707,702,713,715,710,726,708,731,742,706,135.5
611263,704,717,712,731,713,725,722,707,711,708,702,709,742,726,715,706,716,710,705,149
