ID,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,Grade Point 
610311,711,704,726,705,717,715,716,742,707,712,708,725,722,731,709,710,702,713,706,86.5
610312,712,722,706,704,717,725,707,711,716,709,742,731,705,702,713,715,710,708,726,72.5
610313,722,707,709,712,704,702,716,711,742,706,725,717,713,710,708,731,705,715,726,109
610314,711,707,725,717,709,722,742,704,702,712,713,705,708,715,716,731,706,710,726,171
610315,710,704,713,715,717,708,742,705,702,731,725,722,711,712,716,726,709,707,706,76
610316,704,717,707,722,711,725,702,709,742,713,706,712,708,715,710,731,716,705,726,105
610317,709,704,717,725,712,711,707,702,722,716,742,715,726,713,710,731,708,705,706,156.5
610318,706,711,742,717,707,731,708,709,704,710,715,726,713,716,722,725,712,705,702,156.5
610319,704,705,731,702,707,713,742,709,708,712,716,717,711,725,706,710,715,726,722,120.5
610320,722,713,726,705,710,706,711,704,707,702,712,708,709,715,717,716,725,731,742,49.5
610321,712,702,717,707,722,742,711,725,704,713,710,708,709,731,706,715,716,705,726,108.5
610322,705,725,702,709,711,707,704,742,717,715,726,712,722,716,731,713,710,708,706,140
610323,705,702,716,704,709,742,715,717,707,711,712,722,726,713,708,725,731,710,706,104.5
610324,717,704,712,707,722,709,715,711,716,726,702,725,705,710,708,742,731,713,706,102.5
610325,712,715,742,717,713,707,711,704,731,709,726,702,722,725,716,705,708,706,710,39
610326,707,722,704,717,702,712,705,709,711,713,715,716,725,726,742,731,708,710,706,140.5
610327,712,731,707,722,711,742,717,713,708,704,706,715,702,725,709,716,710,705,726,132
610328,707,711,709,716,704,712,725,717,713,702,722,705,731,726,715,742,708,710,706,100
610329,715,712,717,725,710,731,708,726,713,722,707,704,742,702,711,716,709,706,705,61
610330,707,713,711,712,704,702,716,708,722,725,717,726,731,742,709,715,710,705,706,95.5
610331,705,709,704,731,715,712,725,711,742,702,707,708,710,717,716,722,726,713,706,105.5
610332,725,712,707,711,717,722,726,702,709,715,742,704,731,705,716,713,708,710,706,158.5
610333,712,708,742,726,710,704,702,711,713,706,705,715,707,716,722,725,709,717,731,67.5
610334,722,707,712,702,717,704,725,716,711,709,742,731,713,708,715,726,705,710,706,119
610335,702,704,715,726,708,712,717,713,709,731,742,707,711,722,725,716,705,710,706,69.5
610336,704,705,716,708,726,713,710,709,711,707,712,715,725,722,731,702,742,717,706,88
610337,707,722,725,704,711,709,705,717,712,706,702,731,715,742,726,716,710,708,713,147
610338,722,717,704,702,705,716,742,709,712,713,710,731,708,707,715,706,725,711,726,99
610339,707,722,717,742,702,725,716,713,704,712,709,731,726,705,715,710,711,708,706,105
610340,722,704,707,712,702,711,725,731,742,716,709,708,715,717,705,726,713,710,706,107
610341,707,722,711,717,713,704,716,709,705,702,742,726,715,708,706,710,731,712,725,160
610342,707,706,717,709,704,705,710,708,711,702,712,713,715,722,726,731,742,716,725,107
610343,725,742,731,713,715,708,704,709,702,722,707,717,712,711,726,716,705,710,706,104.5
610344,712,704,717,702,708,710,715,709,716,705,731,711,726,713,707,722,725,706,742,79.5
610345,702,713,705,717,704,722,726,707,725,712,711,708,710,709,715,716,731,742,706,85.5
610346,704,711,712,707,705,716,706,717,715,731,742,722,702,713,709,710,708,726,725,86
610347,715,706,711,708,705,704,712,717,726,713,707,725,722,702,731,710,709,716,742,115.5
610348,725,712,707,731,742,706,722,704,708,710,702,705,709,711,713,715,716,717,726,121
610349,713,704,707,717,708,702,716,742,726,722,712,709,705,731,710,715,725,706,711,94.5
610350,725,711,707,712,722,702,704,731,742,717,726,715,709,705,716,713,708,710,706,126
610351,725,709,711,707,717,713,716,742,705,715,702,704,712,722,710,708,706,731,726,152
610352,704,702,705,717,709,716,707,708,710,711,712,713,715,722,725,726,731,742,706,92.5
610353,712,709,722,731,702,705,704,725,717,716,726,707,713,708,710,711,742,715,706,114
610354,704,731,717,713,715,742,712,702,709,725,722,707,711,726,708,710,716,705,706,98
610355,707,712,717,702,722,731,708,713,710,709,704,725,705,716,715,742,711,706,726,96.5
610356,705,711,712,704,713,715,707,717,722,731,726,716,702,709,725,742,706,708,710,80.5
610357,707,713,712,702,704,717,742,711,709,731,722,725,708,716,705,726,715,710,706,77.5
610358,704,726,712,717,731,715,705,711,709,702,716,706,707,742,722,725,713,708,710,123
610359,707,722,725,712,702,711,709,713,742,731,704,717,716,715,708,710,726,705,706,93.5
610360,722,707,712,717,704,702,716,709,726,731,708,715,713,711,710,742,725,705,706,90
610361,704,726,715,709,702,722,713,707,716,731,708,725,717,711,712,710,742,706,705,68
610362,712,722,707,742,717,704,706,713,725,711,731,709,715,708,702,710,716,705,726,92
610363,704,726,713,716,709,705,711,712,715,731,722,717,742,702,707,708,706,710,725,98
610364,707,712,711,725,722,716,706,717,704,709,742,726,731,702,705,715,713,708,710,83.5
610365,725,702,717,707,712,704,722,742,731,705,716,711,709,710,726,715,708,713,706,126
610366,712,716,717,704,731,702,705,709,713,715,742,722,711,707,726,725,710,708,706,64
610367,702,722,707,712,731,704,717,715,713,711,709,742,716,726,705,708,725,710,706,114
610368,717,722,706,742,704,702,705,707,708,709,710,711,712,713,715,716,725,726,731,104.5
610369,711,717,708,725,704,707,709,722,713,742,712,726,702,715,716,731,710,705,706,148
610370,712,711,706,717,704,705,742,731,715,725,709,707,726,702,722,708,710,716,713,160.5
610371,707,726,717,704,722,702,725,709,705,706,715,711,712,731,742,713,708,716,710,122.5
610372,722,702,707,713,716,726,704,731,711,715,712,742,709,725,717,708,710,706,705,72
610373,702,722,726,713,708,707,725,717,710,704,712,715,709,705,711,716,742,731,706,85.5
610374,712,713,702,717,704,705,709,731,742,715,716,707,722,725,711,706,708,726,710,93
610375,717,702,704,705,709,742,715,731,725,710,711,712,706,708,716,722,713,707,726,86
610376,712,722,707,705,717,725,704,709,716,711,715,702,742,708,726,731,713,706,710,144
610377,717,708,704,710,709,713,742,726,712,706,722,725,711,716,705,731,702,715,707,83.5
610378,717,726,710,725,722,707,708,713,715,702,709,742,712,704,731,716,705,711,706,50
610379,713,715,726,716,731,705,708,706,707,711,722,704,709,717,702,712,742,725,710,84.5
610380,711,725,707,712,704,705,716,702,742,731,709,706,722,713,717,726,708,715,710,71.5
610381,711,704,715,707,709,722,712,725,716,713,717,731,708,726,742,702,706,705,710,92.5
610382,712,704,726,713,711,702,705,707,708,709,710,715,716,717,722,725,731,742,706,132.5
610383,712,706,725,707,731,742,713,704,709,711,708,717,710,705,722,715,716,702,726,150
610384,711,725,707,702,722,716,709,717,715,742,705,704,726,712,708,706,713,710,731,59
610385,712,707,717,704,731,708,710,711,716,726,713,709,702,722,715,705,742,725,706,149
610386,711,707,725,722,705,716,704,717,709,731,702,712,708,726,713,706,710,715,742,152
610387,706,712,742,707,725,705,711,722,709,704,717,731,702,713,710,708,726,716,715,104
610388,715,731,704,709,710,708,705,713,717,726,706,742,722,725,716,707,711,712,702,85.5
610389,726,702,713,717,704,722,731,715,707,712,716,742,725,709,705,711,710,708,706,78.5
610390,725,722,707,711,742,712,702,704,716,706,731,717,713,726,715,709,710,705,708,98
610391,713,708,704,717,715,731,709,742,711,716,726,722,712,705,702,707,710,725,706,76
610392,711,709,704,742,716,717,726,707,731,722,705,712,715,725,706,708,710,713,702,102.5
610393,712,704,711,725,705,702,722,731,716,713,709,707,717,710,708,715,742,726,706,87.5
610394,704,709,708,742,731,725,722,717,715,712,713,726,705,710,716,707,702,706,711,143
610395,711,725,712,716,705,706,707,709,717,742,713,722,708,710,704,702,726,731,715,91.5
610396,722,702,704,717,715,731,713,726,742,705,710,708,712,707,725,711,709,716,706,101
610397,712,722,704,709,731,713,702,715,707,725,711,717,742,726,716,706,708,710,705,104.5
610398,705,716,712,711,709,707,725,702,717,742,731,722,713,708,704,710,715,726,706,130
610399,707,725,717,705,722,711,704,715,731,742,716,702,709,712,726,706,708,713,710,163
610400,707,705,702,717,722,712,704,709,725,706,731,713,711,708,710,715,726,742,716,113
610401,704,731,742,709,717,726,708,710,711,722,705,707,712,713,715,725,702,716,706,134.5
610402,742,725,722,707,731,706,704,711,716,717,702,713,709,712,705,708,710,715,726,118
610403,704,717,702,705,731,715,726,709,711,716,712,706,708,725,742,722,707,710,713,137
610404,717,704,713,711,722,707,712,726,702,705,709,716,715,742,731,708,725,710,706,179.5
610405,742,731,712,704,709,707,713,717,725,722,711,726,715,702,708,716,705,706,710,95
610406,711,707,704,717,709,725,742,712,713,716,702,722,708,710,715,731,726,705,706,121
610407,707,712,711,722,702,704,717,725,742,716,705,710,731,708,713,715,726,709,706,105.5
610408,705,704,725,709,702,717,722,710,711,707,731,742,708,713,715,716,712,726,706,122
610409,712,705,704,722,725,707,731,742,702,711,726,716,717,709,715,713,708,710,706,110
610410,722,707,717,702,704,742,731,713,712,716,709,726,715,711,706,710,708,725,705,91
610411,722,702,707,717,704,713,708,712,710,742,709,705,716,715,711,725,726,731,706,94
610412,712,704,706,717,707,725,711,709,742,713,702,708,731,716,715,722,705,726,710,105
610413,704,712,702,715,717,725,722,726,705,706,707,708,709,710,711,713,731,742,716,136.5
610414,704,709,702,717,705,716,707,731,742,713,710,708,725,722,726,711,712,715,706,109
610415,707,704,726,715,706,705,716,731,709,722,742,708,711,725,717,712,710,713,702,91.5
610416,717,704,705,716,726,709,731,715,702,722,710,708,725,713,742,707,706,711,712,81.5
610417,717,712,711,707,702,704,713,722,715,725,742,731,716,726,709,710,708,706,705,71.5
610418,707,722,713,704,712,717,702,725,711,709,716,705,708,715,726,742,710,731,706,127
610419,712,704,725,707,708,722,702,717,713,742,731,716,709,726,715,710,705,711,706,134
610420,716,710,717,708,704,722,709,707,712,711,725,713,705,726,715,702,731,706,742,70.5
610421,711,709,715,702,708,713,742,731,717,706,707,722,725,726,704,716,710,712,705,108.5
610422,711,722,702,709,707,716,725,712,713,704,731,742,705,717,708,715,726,710,706,144.5
610423,711,712,704,716,708,713,709,707,722,725,706,710,731,715,742,726,702,717,705,132
610424,707,722,711,706,725,712,731,742,704,705,708,709,710,713,715,716,717,726,702,140
610425,704,709,708,713,717,702,715,731,722,725,712,726,707,716,711,742,706,710,705,67
610426,725,707,717,705,722,704,712,711,702,706,716,709,742,715,731,726,713,708,710,131
610427,717,713,704,702,707,722,709,716,712,725,726,731,742,711,705,715,708,710,706,94
610428,711,707,712,722,717,715,702,709,716,704,726,705,731,742,725,713,708,710,706,103
610429,707,722,725,717,711,712,726,704,702,705,708,709,713,710,715,716,731,742,706,115.5
610430,725,707,702,722,712,704,717,726,715,731,705,713,709,716,711,742,708,706,710,92
610431,705,709,704,731,716,707,712,722,713,708,715,742,711,702,725,717,710,706,726,84
610432,712,713,704,717,726,708,702,715,709,722,707,731,742,711,725,710,716,705,706,78.5
610433,717,705,725,702,731,704,709,742,707,722,716,713,711,712,715,726,706,710,708,84
610434,707,711,712,742,722,704,709,717,725,710,702,716,713,708,715,731,726,705,706,135.5
610435,717,704,726,711,709,716,705,712,702,722,707,725,742,731,715,710,708,713,706,132
610436,702,705,712,704,713,708,725,717,707,722,711,716,742,731,706,709,710,726,715,95.5
610437,704,705,731,715,717,713,709,716,725,711,707,712,742,702,722,726,708,710,706,84
610438,707,711,731,705,704,726,713,708,715,717,709,712,722,725,716,702,742,710,706,64
610439,707,712,717,722,709,704,731,725,711,702,705,716,742,713,708,710,726,715,706,117.5
610440,705,702,709,716,704,707,722,725,717,711,712,713,715,706,708,710,726,731,742,102.5
610441,722,712,707,731,705,706,742,725,711,717,702,704,726,716,715,709,713,710,708,96
610442,711,707,725,712,704,742,731,709,715,722,716,705,726,706,702,717,710,708,713,101.5
610443,731,717,722,725,707,704,709,742,702,715,716,705,726,712,713,711,708,710,706,95
610444,717,704,702,709,726,742,731,706,715,722,716,711,712,707,725,710,713,705,708,105.5
610445,715,708,726,717,705,716,742,704,702,709,710,713,712,711,707,722,725,731,706,61.5
610446,,,,,,,,,,,,,,,,,,,,22
610447,717,704,715,709,731,702,722,711,707,725,713,706,742,726,716,705,712,708,710,110.5
610448,712,704,715,726,702,742,731,709,716,717,722,706,708,710,711,707,725,713,705,117
610449,707,722,713,717,712,704,725,702,726,711,709,705,716,731,742,715,708,710,706,110
610450,711,716,702,704,705,715,717,722,712,707,725,731,742,709,726,713,708,710,706,104
610451,725,711,712,705,707,722,702,726,704,709,717,715,716,731,713,708,710,742,706,130
610452,707,711,712,702,722,713,717,708,709,710,705,704,715,716,725,731,742,706,726,145
610453,702,709,704,731,726,742,717,713,705,710,722,725,712,707,711,715,716,706,708,90
610454,711,707,722,702,717,742,709,704,716,712,713,705,715,708,710,726,731,725,706,104
610455,712,704,702,722,713,717,709,707,711,731,742,725,716,726,705,708,715,710,706,101.5
610456,725,711,707,712,717,722,742,704,705,706,709,731,716,713,710,708,702,715,726,157.5
610457,711,709,704,715,731,742,706,716,717,725,705,708,710,726,713,722,712,707,702,106
610458,722,705,707,709,716,702,704,717,731,742,726,711,725,712,713,710,708,715,706,94.5
610459,722,707,717,704,706,742,715,709,731,725,726,702,716,705,711,708,710,713,712,101
610460,725,707,709,705,702,712,722,711,742,704,717,716,715,731,713,726,710,708,706,111
610461,713,716,708,704,715,717,702,712,705,707,722,725,731,726,711,709,710,742,706,109.5
610462,704,705,708,716,707,709,702,726,742,722,717,713,710,715,712,725,731,711,706,80.5
610463,702,713,731,715,717,716,726,712,709,742,704,708,705,711,707,722,725,710,706,79.5
610464,706,707,710,725,712,722,704,717,715,702,742,716,711,713,708,731,709,726,705,110.5
610465,711,717,704,702,707,712,705,725,722,731,716,709,713,742,715,726,708,710,706,119.5
610466,722,707,712,726,702,704,705,717,715,708,713,709,710,716,731,742,725,711,706,95
610467,725,712,704,717,707,711,722,742,715,702,709,731,708,726,713,710,706,705,716,124.5
610468,709,707,722,713,716,711,712,717,725,702,705,704,726,708,715,710,731,742,706,82
610469,742,731,717,704,709,711,715,702,712,710,706,708,722,713,707,725,716,705,726,124
610470,712,704,707,717,713,731,709,711,722,742,702,726,725,705,716,715,708,710,706,91.5
610471,711,712,707,722,725,742,716,702,731,717,709,704,705,715,713,708,710,726,706,66
610472,722,707,717,713,708,712,725,702,704,731,710,715,716,705,709,706,711,726,742,91
610473,712,742,715,713,717,722,725,707,711,704,716,709,702,731,726,710,708,706,705,86.5
610474,717,713,704,702,710,708,725,722,707,711,712,716,731,709,705,726,715,706,742,99.5
610475,711,722,725,707,712,702,713,709,717,715,704,731,716,705,726,742,708,710,706,90
610476,725,704,702,742,722,712,717,707,713,731,711,705,709,715,716,708,710,706,726,102
610477,707,722,725,717,711,712,704,742,702,716,705,731,708,713,710,709,715,726,706,105
610478,704,710,702,717,742,731,706,709,708,713,712,722,707,715,705,716,726,725,711,102.5
610479,725,704,702,709,731,726,717,712,742,711,707,722,715,716,713,710,708,705,706,75
610480,705,707,722,725,712,716,702,709,704,711,710,708,713,715,717,726,731,742,706,91
610481,712,704,702,708,715,717,731,713,709,725,722,707,710,726,711,742,716,706,705,88
610482,707,704,742,709,717,702,722,715,731,712,705,725,711,708,726,713,710,716,706,108
610483,711,707,705,722,725,712,716,702,704,726,742,731,706,717,713,709,708,715,710,136.5
610484,705,702,712,707,725,713,742,731,716,709,711,717,722,726,704,715,706,710,708,125
610485,725,711,722,704,705,707,712,716,742,731,706,702,713,715,717,726,709,710,708,75.5
610486,707,722,725,706,726,711,716,702,717,713,712,704,709,715,708,710,731,742,705,138
610487,717,704,715,712,709,725,722,707,711,702,742,713,731,705,716,708,726,706,710,91.5
610488,722,707,725,711,742,704,712,702,731,717,710,709,705,708,713,716,726,715,706,179
610489,717,704,715,705,726,709,707,708,712,710,702,713,706,722,716,731,742,711,725,103.5
610490,708,713,704,715,726,710,731,716,742,717,722,725,707,712,709,711,702,705,706,45.5
610491,712,704,717,715,713,710,709,708,702,722,725,705,742,707,731,711,706,726,716,96
610492,712,722,717,713,702,725,716,731,715,704,709,742,707,711,726,705,708,710,706,97
610493,712,717,702,704,731,707,725,705,715,709,716,722,726,742,708,711,706,713,710,112
610494,712,722,725,711,707,705,702,704,716,742,709,731,717,706,713,708,715,710,726,128.5
610495,704,702,713,717,715,708,731,710,742,706,705,716,726,712,709,711,707,722,725,89
610496,711,707,712,725,722,742,731,709,704,717,706,716,702,715,705,713,708,710,726,161
610497,712,704,731,717,713,715,702,726,709,705,708,716,725,722,711,707,742,710,706,117.5
610498,712,717,709,722,742,715,711,725,704,713,731,707,708,706,702,705,716,726,710,124
610499,707,712,722,725,717,702,704,709,713,742,726,731,716,708,710,715,711,706,705,126
610500,725,707,722,702,708,742,704,717,715,716,711,712,731,705,709,710,713,726,706,172
610501,712,705,704,725,702,707,709,711,715,717,742,726,722,731,716,710,708,706,713,51.5
610502,704,722,709,726,717,708,707,715,713,725,712,711,705,731,702,742,716,710,706,75.5
610503,725,707,722,711,712,702,726,704,716,717,709,705,713,742,731,715,708,710,706,114
610504,725,707,709,742,702,704,722,717,711,716,731,712,706,710,713,708,715,705,726,144.5
610505,722,709,705,704,707,725,711,712,702,716,731,742,717,713,715,726,708,710,706,101.5
610506,725,707,711,705,709,712,704,716,722,717,702,715,713,726,742,731,708,710,706,137.5
610507,717,704,707,711,712,722,702,726,716,713,708,705,709,725,742,731,715,710,706,73.5
610508,705,704,717,713,726,715,711,707,712,725,722,709,702,716,731,708,742,710,706,101.5
610509,711,707,717,712,725,722,709,716,705,702,704,742,731,708,713,715,726,706,710,128.5
610510,725,707,704,722,742,705,702,711,709,716,717,715,726,731,712,708,710,713,706,107.5
610511,712,722,711,707,702,726,713,725,717,731,704,709,716,705,742,715,708,710,706,119
610512,717,704,726,713,715,712,709,707,725,731,742,722,711,708,710,702,705,716,706,116
610513,731,713,722,712,707,715,742,708,725,710,709,702,704,711,716,705,726,717,706,93.5
610514,712,725,707,722,704,717,731,702,708,709,705,715,713,742,726,710,716,711,706,140
610515,704,717,705,715,731,712,725,713,707,709,742,726,722,706,708,710,702,716,711,125.5
610516,722,717,711,707,742,702,712,709,731,716,704,713,725,705,708,715,726,706,710,120
610517,717,711,702,712,704,715,709,707,705,742,725,722,731,713,710,708,706,726,716,91.5
610518,704,717,722,707,712,705,708,731,715,710,713,726,725,702,709,711,716,742,706,88.5
610519,725,704,712,722,707,717,711,705,716,709,742,702,715,706,713,726,708,710,731,101.5
610520,705,702,716,704,712,711,742,731,709,717,715,722,707,726,725,706,708,710,713,137.5
610521,717,707,712,704,709,722,711,725,702,713,731,705,715,716,742,710,708,726,706,95.5
610522,715,704,712,726,717,702,705,716,709,725,742,731,707,711,722,713,708,710,706,88
610523,705,704,709,702,716,717,715,711,712,726,742,731,707,722,725,706,713,708,710,93
610524,725,707,722,702,704,717,715,706,731,742,713,711,712,705,716,709,708,710,726,124.5
610525,722,712,707,709,710,715,704,726,742,711,725,716,713,717,731,702,705,708,706,57.5
610526,707,742,722,717,731,716,702,704,705,709,713,726,715,725,711,712,706,708,710,111
610527,709,712,742,731,704,715,711,717,726,725,722,707,705,702,708,710,713,716,706,102.5
610528,709,711,704,712,716,705,706,707,717,742,722,725,708,731,710,713,726,715,702,123
610529,704,707,709,715,722,711,712,725,705,708,716,717,726,731,742,710,702,713,706,123.5
610530,711,707,712,725,722,702,709,704,717,708,713,715,742,731,716,710,726,705,706,142.5
610531,722,707,712,709,711,704,742,731,717,726,716,713,705,725,702,715,708,710,706,123
610532,705,704,713,709,717,702,731,742,707,722,725,711,712,716,708,710,726,715,706,92
610533,713,707,742,717,725,722,712,711,731,704,715,716,709,702,708,710,705,706,726,120.5
610534,725,704,707,711,722,705,712,717,702,716,706,709,715,742,731,713,708,710,726,148
610535,715,726,713,702,731,708,717,705,742,712,707,722,725,704,709,716,711,710,706,74
610536,722,717,709,704,726,742,711,707,725,712,710,716,715,713,708,705,702,731,706,120.5
610537,706,731,711,712,725,702,704,705,708,707,715,713,722,716,717,742,726,709,710,120
610538,709,717,722,707,711,712,704,725,713,731,702,742,716,726,715,705,708,706,710,98.5
610539,706,731,712,717,715,707,709,742,726,725,722,716,713,710,708,705,704,702,711,157
610540,715,717,713,708,742,726,731,704,709,707,712,711,702,722,725,716,705,710,706,73
610541,711,707,725,709,722,704,717,705,712,716,742,731,715,702,713,726,706,710,708,141.5
610542,717,704,713,707,705,731,712,708,742,710,722,715,726,725,711,716,709,702,706,95.5
610543,707,722,742,702,725,717,704,712,716,713,731,709,706,710,708,711,705,715,726,125.5
610544,705,707,725,712,722,702,711,731,742,704,709,717,716,713,708,710,715,726,706,115.5
610545,709,705,717,716,704,722,711,712,725,707,713,742,702,726,731,708,710,715,706,105.5
610546,717,706,742,715,704,709,712,731,711,707,725,722,702,713,708,716,710,726,705,133.5
610547,704,731,717,710,702,726,725,712,722,707,711,713,715,708,709,742,716,705,706,100
610548,711,725,722,707,712,717,704,709,742,731,713,715,708,702,726,710,716,705,706,98
610549,712,705,711,707,722,709,716,725,704,702,742,715,717,726,708,710,731,713,706,174.5
610550,704,702,717,709,742,725,712,707,716,731,715,722,711,705,713,710,726,708,706,128.5
610551,717,704,711,710,713,709,712,731,707,742,725,716,708,706,722,715,702,705,726,83.5
610552,705,715,726,708,731,717,706,710,704,702,742,709,725,716,713,722,712,707,711,84
610553,716,711,725,717,707,702,705,704,712,709,715,713,722,731,742,708,710,726,706,136.5
610554,707,712,722,702,704,705,725,717,709,706,715,742,711,726,716,731,713,708,710,118
610555,711,707,712,725,722,704,717,716,705,709,702,713,706,742,731,715,726,708,710,163.5
610556,711,705,716,709,725,722,707,712,742,702,704,717,715,731,708,710,713,726,706,94.5
610557,711,725,707,722,717,704,712,709,742,726,702,715,716,731,705,713,708,710,706,161
610558,712,707,709,722,725,711,704,716,702,717,731,742,705,708,726,713,715,706,710,101
610559,707,725,712,731,709,722,702,704,713,717,716,711,705,726,715,706,710,742,708,130.5
610560,712,707,704,717,715,722,702,711,713,725,716,708,710,709,731,742,726,706,705,98
610561,705,709,716,702,704,717,715,726,731,742,725,712,722,711,707,708,710,713,706,80
610562,717,726,704,731,709,715,707,712,742,713,711,708,725,722,705,716,702,710,706,109
610563,704,717,726,702,707,722,725,712,731,742,709,715,716,711,713,705,708,706,710,107.5
610564,712,722,717,704,709,742,731,702,716,726,713,706,715,711,707,725,710,708,705,111.5
610565,717,704,702,722,707,742,725,711,716,709,712,713,731,726,708,715,706,710,705,93
610566,717,722,702,713,708,711,712,726,707,709,725,731,742,716,704,705,710,715,706,80
610567,722,702,707,717,712,711,725,713,709,704,705,742,731,726,716,715,710,708,706,64.5
610568,725,712,707,709,711,717,704,705,742,702,722,726,716,715,713,731,706,708,710,151
610569,712,704,717,707,725,722,713,711,709,716,742,702,715,726,706,731,708,710,705,127.5
610570,713,708,717,702,704,709,712,707,725,711,722,731,726,742,705,716,715,710,706,62
610571,716,709,711,717,702,731,715,704,705,706,707,710,708,712,713,722,725,726,742,122.5
610572,725,742,707,731,711,712,709,726,702,716,704,710,708,713,715,717,722,705,706,140
610573,717,705,702,707,711,712,713,742,731,704,715,716,725,722,709,726,710,708,706,84
610574,704,717,715,702,726,709,705,708,713,731,716,725,742,722,712,710,707,711,706,99
610575,712,722,725,711,702,707,717,704,731,713,715,710,709,742,716,705,726,706,708,92.5
610576,717,725,704,713,731,722,709,710,715,726,708,707,716,705,711,712,702,742,706,101.5
610577,712,704,702,717,742,731,705,706,709,716,711,725,715,708,713,722,726,710,707,104.5
610578,704,726,717,711,712,709,713,725,707,715,716,702,731,742,722,705,710,708,706,70.5
610579,704,715,717,725,702,722,707,705,709,712,742,731,726,713,708,710,711,716,706,95.5
610580,725,712,707,722,704,742,709,713,716,711,731,702,717,705,706,715,708,726,710,110
610581,716,702,709,711,705,704,710,715,712,713,725,731,742,717,707,726,708,722,706,115
610582,715,717,713,704,742,731,726,702,725,722,716,712,711,709,710,707,705,708,706,90.5
610583,712,725,722,707,711,717,702,704,742,731,713,709,726,705,708,715,716,710,706,76
610584,711,709,716,702,742,731,705,704,717,715,712,707,722,725,708,713,710,726,706,101
610585,705,726,702,704,716,709,712,708,715,717,710,731,707,711,742,713,722,725,706,94.5
610586,706,711,715,707,725,712,709,742,717,710,713,704,705,702,716,722,726,731,708,129.5
610587,712,707,722,702,704,725,711,717,716,742,731,726,709,715,713,708,705,710,706,103.5
610588,702,717,709,713,710,725,708,704,711,707,716,722,712,715,726,731,742,705,706,73
610589,704,717,709,702,715,716,722,731,713,707,710,712,726,705,706,708,742,725,711,114.5
610590,711,709,712,716,706,707,704,713,717,725,710,702,705,715,722,742,731,708,726,171
610591,706,725,712,707,702,704,705,708,710,709,711,731,713,716,717,715,722,726,742,149.5
610592,717,704,702,709,705,707,716,711,742,712,722,731,715,713,706,725,710,708,726,128
610593,712,707,722,704,711,717,725,702,709,710,715,742,731,726,716,708,706,705,713,152.5
610594,704,709,702,715,707,717,705,725,711,742,722,731,726,710,708,712,713,716,706,97
610595,711,712,704,707,722,725,731,717,709,713,716,705,742,702,715,708,710,726,706,124
610596,725,707,711,712,722,717,704,709,742,702,731,713,716,705,715,708,726,710,706,97.5
610597,707,712,742,731,715,704,709,726,702,717,711,710,708,722,725,716,713,705,706,85.5
610598,704,707,712,711,722,716,717,702,715,709,713,742,731,725,705,726,708,710,706,101.5
610599,717,712,707,722,711,709,702,705,742,731,716,713,725,704,726,715,708,710,706,119
610600,709,715,717,711,712,725,722,707,742,731,726,713,710,708,705,716,704,702,706,100
610601,709,712,722,713,726,708,717,725,702,716,707,711,742,731,715,704,710,705,706,82
610602,704,717,705,702,731,712,709,726,707,742,725,722,711,716,715,708,713,710,706,79
610603,712,709,742,725,704,710,708,722,707,713,731,716,717,705,711,702,715,726,706,74.5
610604,704,715,726,713,710,716,717,742,731,708,709,702,707,711,722,725,712,706,705,44.5
610605,709,707,717,704,715,722,742,711,731,712,705,725,713,710,716,726,708,702,706,109
610606,704,722,717,707,702,711,712,731,742,713,715,709,725,708,716,705,710,726,706,127
610607,711,725,707,722,712,742,716,704,709,706,717,705,713,702,710,731,726,708,715,167.5
610608,705,716,713,731,702,709,704,717,712,711,707,722,725,708,710,715,726,742,706,112.5
610609,704,731,709,742,717,708,713,712,711,702,707,722,725,716,710,715,726,705,706,116.5
610610,706,731,713,722,707,715,717,702,725,712,742,708,726,710,704,711,716,705,709,152
610611,711,712,731,742,704,707,705,713,722,725,709,702,708,710,717,716,726,715,706,86
610612,725,702,707,722,704,711,712,708,709,710,731,742,717,716,715,713,726,705,706,123.5
610613,704,717,715,702,709,726,722,725,707,712,713,742,731,708,710,716,711,705,706,98.5
610614,705,725,704,717,712,711,713,716,702,709,726,731,742,707,715,708,710,722,706,135
610615,707,717,704,709,715,702,726,705,706,708,710,711,712,713,722,725,731,742,716,120
610616,725,713,742,722,731,709,704,717,712,707,711,708,710,702,716,726,715,705,706,135.5
610617,742,731,713,702,704,708,717,705,725,707,715,722,711,716,712,710,709,726,706,65.5
610618,711,707,722,712,716,725,704,705,717,742,731,709,726,708,710,713,702,715,706,138
610619,711,725,712,704,702,722,709,707,716,717,715,713,731,742,726,705,708,710,706,96.5
610620,725,722,707,712,711,709,713,704,742,731,717,716,706,702,708,710,715,726,705,144
610621,,,,,,,,,,,,,,,,,,,,34
610622,717,704,709,713,715,726,706,702,710,716,712,707,711,708,722,731,742,725,705,76.5
610623,711,707,716,722,725,705,742,712,704,717,713,708,710,731,726,709,702,715,706,176.5
610624,704,717,709,722,742,708,716,702,725,712,705,713,707,710,711,731,726,715,706,140
610625,704,711,717,716,702,712,707,709,722,725,705,706,708,742,726,713,710,715,731,123.5
610626,705,715,709,702,717,713,712,726,731,704,725,722,707,711,708,716,710,742,706,75
610627,717,702,707,712,713,725,722,726,704,731,709,711,715,706,716,708,742,710,705,88.5
